id,title,authors,year,journal,doi,url,source_database,open_access_pdf_path,screening_status,reason_for_inclusion,notes
doicsr70380,Improving Scope 3 Procurement Emissions Accounting: Key Challenges and a Strategic Approach Using <scp>MICMAC</scp> and the Sustainability Balanced Scorecard,Widiene Essouid and Hiba Salem and Stéphane Trébucq and Philippe Loubet and Guido Sonnemann,2026,Corporate Social Responsibility and Environmental Management,10.1002/csr.70380,https://doi.org/10.1002/csr.70380,OpenAlex,,included,"Matched search string: ""supplier data sharing"" ""game theory""",OpenAlex ID: https://openalex.org/W7122478344; PDF download failed: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/csr.70380
doifairdata201816274,Game theory and research data sharing,,2018,Scientific Symposium FAIR Data Sciences for Green Life Sciences,10.18174/fairdata2018.16274,https://doi.org/10.18174/fairdata2018.16274,Crossref,,included,"Matched search string: ""supplier data sharing"" ""game theory""",No legal OA PDF URL found by API.
doib97801281619750000,Game theory for privacy-preserving sharing of genomic data,Zhiyu Wan and Yevgeniy Vorobeychik and Ellen Wright Clayton and Murat Kantarcioglu and Bradley Malin,2020,Responsible Genomic Data Sharing,10.1016/b978-0-12-816197-5.00007-3,https://doi.org/10.1016/b978-0-12-816197-5.00007-3,Crossref,,included,"Matched search string: ""supplier data sharing"" ""game theory""",No legal OA PDF URL found by API.
doiidosiije20162907a0,Two-tier Supplier Base Efficiency Evaluation Via Network Data Envelopment Analysis: A Game Theory Approach,,2016,International Journal of Engineering,10.5829/idosi.ije.2016.29.07a.07,https://doi.org/10.5829/idosi.ije.2016.29.07a.07,Crossref,,included,"Matched search string: ""supplier data sharing"" ""game theory""",No legal OA PDF URL found by API.
doiozgurpub992,Applicability of Game Theory in Effective Supplier Selection in Restaurants,Selin İlsay,2025,,10.58830/ozgur.pub992,https://doi.org/10.58830/ozgur.pub992,Crossref,,included,"Matched search string: ""supplier data sharing"" ""game theory""",No legal OA PDF URL found by API.
doi962c6b02z18f5z4382,Cooperative game theory serve company : common costs sharing, and Léa Munich,2026,,10.70675/962c6b02z18f5z4382z90b2zc75e60cc3aea,https://doi.org/10.70675/962c6b02z18f5z4382z90b2zc75e60cc3aea,Crossref,,included,"Matched search string: ""supplier data sharing"" ""game theory""",No legal OA PDF URL found by API.
doi002075432021192517,Smart logistics ecological cooperation with data sharing and platform empowerment: an examination with evolutionary game model,Weihua Liu and Shangsong Long and Shuang Wei and Dong Xie and Jingkun Wang and Xinyun Liu,2021,International Journal of Production Research,10.1080/00207543.2021.1925173,https://www.semanticscholar.org/paper/11c555d9b5301a746466e54c5caf7a6931400425,Semantic Scholar,,included,"Matched search string: ""supplier data sharing"" ""game theory""",No legal OA PDF URL found by API.
dois42488025001570,Revenue allocation mechanism of capacity supplier and third-party shared manufacturing platform based on differential game,Peng Liu and Dongli Cao and Caiyun Liu,2025,"Journal of Data, Information and Management",10.1007/s42488-025-00157-0,https://www.semanticscholar.org/paper/9cf613d5f4535fb0930aa3ab1258508e3b3c5ccb,Semantic Scholar,,included,"Matched search string: ""supplier data sharing"" ""game theory""",No legal OA PDF URL found by API.
doijcie2020106538,"Dynamic game strategies of a two-stage remanufacturing closed-loop supply chain considering Big Data marketing, technological innovation and overconfidence",Zehua Xiang and Minli Xu,2020,Computers & industrial engineering,10.1016/j.cie.2020.106538,https://www.semanticscholar.org/paper/bb2cdcf08812a767f55ffb3aea56b75b1cdfeb67,Semantic Scholar,,included,"Matched search string: ""supplier data sharing"" ""game theory""",No legal OA PDF URL found by API.
doicist20167805028,Coordination by sharing demand forecasts in a supply chain using game theoretic approach,Ilhame El Farissi and Ilham Slimani and S. Achchab,2016,Colloquium in Information Science and Technology,10.1109/cist.2016.7805028,https://www.semanticscholar.org/paper/3a60fa31de8e3cb7eb23bb742c4804ba95791771,Semantic Scholar,,included,"Matched search string: ""supplier data sharing"" ""game theory""",No legal OA PDF URL found by API.
doisu9060964,Sustainable Regulation of Information Sharing with Electronic Data Interchange by a Trust-Embedded Contract,Guanghua Han and M. Dong,2017,,10.3390/su9060964,https://www.semanticscholar.org/paper/fb28a5e06f92b64793f7b456f787768ff8221a17,Semantic Scholar,,included,"Matched search string: ""supplier data sharing"" ""game theory""",PDF download failed: 403 Client Error: Forbidden for url: https://www.mdpi.com/2071-1050/9/6/964/pdf?version=1496747508
doiijiit2019040104,Evolutionary Game Model of Information Sharing Behavior in Supply Chain Network With Agent-Based Simulation,Jian Tan and Guoqiang Jiang and Zuogong Wang,2019,International Journal of Intelligent Information Technologies,10.4018/ijiit.2019040104,https://doi.org/10.4018/ijiit.2019040104,OpenAlex,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",OpenAlex ID: https://openalex.org/W2921938797; No legal OA PDF URL found by API.
doiicieem20095344385,Analysis on supply chain information sharing based on game theory,Qingmin Yuan and Lin Wang,2009,,10.1109/icieem.2009.5344385,https://doi.org/10.1109/icieem.2009.5344385,OpenAlex;Crossref,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",OpenAlex ID: https://openalex.org/W1964929514; No legal OA PDF URL found by API.
study2011,Study on Supply Chain Information Sharing Strategy Based on Stackelberg Game Theory,Zhu Xuan-dong,2011,,,https://openalex.org/W2355316557,OpenAlex,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",OpenAlex ID: https://openalex.org/W2355316557; No legal OA PDF URL found by API.
doielectronics1409178,Blockchain-Based Information Sharing Mechanism for Complex Product Supply Chain,Xin Guo and Geng Zhang and Yingfeng Zhang,2025,Electronics,10.3390/electronics14091780,https://doi.org/10.3390/electronics14091780,OpenAlex,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",OpenAlex ID: https://openalex.org/W4409895088; PDF download failed: 403 Client Error: Forbidden for url: https://www.mdpi.com/2079-9292/14/9/1780/pdf?version=1745747257
doifmtec2022880332,The Game Analysis of Information Sharing for Supply Chain Enterprises in the Blockchain,Qian Tang and Zeng Zhang and Zhonglei Yuan and Zhen Li,2022,Frontiers in Manufacturing Technology,10.3389/fmtec.2022.880332,https://doi.org/10.3389/fmtec.2022.880332,OpenAlex,lit/pdfs/doifmtec2022880332_the_game_analysis_of_information_sharing_for_.pdf,included,"Matched search string: ""supply chain information sharing"" ""game theory""",OpenAlex ID: https://openalex.org/W4282930030
doiicmse20126414239,Research on the benefit allocation model in ecological supply chain information share based on game theory,Guoyi Xiu and Chen Xiao-hua,2012,,10.1109/icmse.2012.6414239,https://doi.org/10.1109/icmse.2012.6414239,OpenAlex,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",OpenAlex ID: https://openalex.org/W2010270416; No legal OA PDF URL found by API.
doi20240590,A study on supply chain information sharing strategy for emission reduction investment in electronic products based on game theory,Xinying Zhang and Yujin Cai,2024,Theoretical and Natural Science,10.54254/2753-8818/39/20240590,https://doi.org/10.54254/2753-8818/39/20240590,OpenAlex;Semantic Scholar,lit/pdfs/doi20240590_a_study_on_supply_chain_information_sharing_s.pdf,included,"Matched search string: ""supply chain information sharing"" ""game theory""",OpenAlex ID: https://openalex.org/W4400833310
doibse3207,Green supply chain management in manufacturing firms: A resource‐based viewpoint,Mehmood Khan and Mian M. Ajmal and Fauzia Jabeen and Shalini Talwar and Amandeep Dhir,2022,Business Strategy and the Environment,10.1002/bse.3207,https://doi.org/10.1002/bse.3207,OpenAlex,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",OpenAlex ID: https://openalex.org/W4285988215; PDF download failed: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bse.3207
doiamr7567592090,On the Information Sharing Model for Supply Chain Based on Stackelberg Game Theory,Zhen Li and Yan Li,2013,Advanced Materials Research,10.4028/www.scientific.net/amr.756-759.2090,https://doi.org/10.4028/www.scientific.net/amr.756-759.2090,Crossref,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",No legal OA PDF URL found by API.
doi9781609601355ch016,Using Organizational Information Processing Theory to Examine the Relationship between Information Sharing and Supply Chain Performance,Clay Posey,2011,"Supply Chain Optimization, Management and Integration",10.4018/9781609601355.ch016,https://doi.org/10.4018/9781609601355.ch016,Crossref,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",No legal OA PDF URL found by API.
doi9781609601355ch016,Using Organizational Information Processing Theory to Examine the Relationship between Information Sharing and Supply Chain Performance,Clay Posey,2011,"Supply Chain Optimization, Management and Integration",10.4018/978-1-60960-135-5.ch016,https://doi.org/10.4018/978-1-60960-135-5.ch016,Crossref,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",No legal OA PDF URL found by API.
dois0219198920500176,Game-Theoretic Analysis of Green Supply Chain Under Cost-Sharing Contract with Fairness Concerns,Abhishek Sharma and Deepika Jain,2021,International Game Theory Review,10.1142/s0219198920500176,https://doi.org/10.1142/s0219198920500176,Crossref,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",No legal OA PDF URL found by API.
doi122692080,Information sharing in supply chain based on products return and game theory,C. Leng,2023,Other Conferences,10.1117/12.2692080,https://www.semanticscholar.org/paper/e9f5cd553778b699d04c4ed84c2d6793244bed98,Semantic Scholar,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",No legal OA PDF URL found by API.
doijournalpone0298355,An evolutionary analysis of supply chain collaborative information sharing based on prospect theory,Meng Liu and Luyu Zhai and Hongcheng Gan,2024,PLoS ONE,10.1371/journal.pone.0298355,https://www.semanticscholar.org/paper/fd7fda4dd85c2a4e63783f412b21d62f3ac4e91b,Semantic Scholar,lit/pdfs/doijournalpone0298355_an_evolutionary_analysis_of_supply_chain_coll.pdf,included,"Matched search string: ""supply chain information sharing"" ""game theory""",
doisu15139885,Research on Evolutionary Game and Simulation of Information Sharing in Prefabricated Building Supply Chain,Rumeng Zhang and Lihong Li,2023,Sustainability,10.3390/su15139885,https://www.semanticscholar.org/paper/f6698485dcad15d56b8cf67c69a9f4c4fb9cc306,Semantic Scholar,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",PDF download failed: 403 Client Error: Forbidden for url: https://www.mdpi.com/2071-1050/15/13/9885/pdf?version=1687340582
doijesa520610,Analysis on Information Sharing in Forest Product Supply Chain Based on Evolutionary Game Theory,Yi Tang and Zhongwei Wang and Yuan Zhang and R. Fang,2019,,10.18280/jesa.520610,https://www.semanticscholar.org/paper/893ea4202110cf02d3ffed8fcf07e8e715d3df30,Semantic Scholar,,included,"Matched search string: ""supply chain information sharing"" ""game theory""",OA URL did not return a PDF: text/html; charset=utf-8
doisu11082209,A Green Supply-Chain Decision Model for Energy-Saving Products That Accounts for Government Subsidies,Jian Xue and Ruifeng Gong and Laijun Zhao and Xiaoqing Ji and Yan Xu,2019,Sustainability,10.3390/su11082209,https://doi.org/10.3390/su11082209,OpenAlex,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",OpenAlex ID: https://openalex.org/W2937723580; PDF download failed: 403 Client Error: Forbidden for url: https://www.mdpi.com/2071-1050/11/8/2209/pdf?version=1555066984
doi3453850,Coordination of a Green Supply Chain with One Manufacturer and Two Competing Retailers under Different Power Structures,Wei Wang and Xiujuan Liu and Wensi Zhang and Ge Gao and Hui Zhang,2019,Discrete Dynamics in Nature and Society,10.1155/2019/3453850,https://doi.org/10.1155/2019/3453850,OpenAlex,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",OpenAlex ID: https://openalex.org/W2998320125; PDF download failed: 403 Client Error: Forbidden for url: https://downloads.hindawi.com/journals/ddns/2019/3453850.pdf
doijtaer17030053,Decisions and Coordination of Green Supply Chain Considering Big Data Targeted Advertising,Haiju Hu and Yakun Li and Mengdi Li,2022,Journal of theoretical and applied electronic commerce research,10.3390/jtaer17030053,https://doi.org/10.3390/jtaer17030053,OpenAlex,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",OpenAlex ID: https://openalex.org/W4286587471; PDF download failed: 403 Client Error: Forbidden for url: https://www.mdpi.com/0718-1876/17/3/53/pdf?version=1658808595
doibij1020170275,Modeling green supply chain coordination: current research and future prospects,Chetna Chauhan and Amol Singh,2018,Benchmarking An International Journal,10.1108/bij-10-2017-0275,https://doi.org/10.1108/bij-10-2017-0275,OpenAlex,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",OpenAlex ID: https://openalex.org/W2899057828; No legal OA PDF URL found by API.
doi193970382019170910,Impact of revenue-sharing contracts on green supply chain in manufacturing industry,Luqing Rong and Maozeng Xu,2020,International Journal of Sustainable Engineering,10.1080/19397038.2019.1709105,https://doi.org/10.1080/19397038.2019.1709105,OpenAlex,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",OpenAlex ID: https://openalex.org/W2999631776; No legal OA PDF URL found by API.
doik0920190625,Information sharing in a green supply chain with promotional effort,Junfei Ding and Wenbin Wang,2020,Kybernetes,10.1108/k-09-2019-0625,https://doi.org/10.1108/k-09-2019-0625,OpenAlex,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",OpenAlex ID: https://openalex.org/W3004103239; No legal OA PDF URL found by API.
doijijpe2023109105,Effects of information superiority and green optimism on green supply chains under different power structures,Xueli Ma and Jinyue Mao and Qian Luo and Qingguo Bai,2023,International Journal of Production Economics,10.1016/j.ijpe.2023.109105,https://doi.org/10.1016/j.ijpe.2023.109105,OpenAlex,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",OpenAlex ID: https://openalex.org/W4389280559; No legal OA PDF URL found by API.
doiimds0220230080,Blockchain adoption and strategic contracting in a green supply chain considering market segmentation,Wentao Xu and Wei Yan and Bo Song and Junliang He,2023,Industrial Management & Data Systems,10.1108/imds-02-2023-0080,https://doi.org/10.1108/imds-02-2023-0080,OpenAlex,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",OpenAlex ID: https://openalex.org/W4387833351; No legal OA PDF URL found by API.
doi9781119584445ch14,Supply Chain Contracts,,2019,Fundamentals of Supply Chain Theory,10.1002/9781119584445.ch14,https://doi.org/10.1002/9781119584445.ch14,Crossref,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",No legal OA PDF URL found by API.
doiwc0220250140,The Role of Smart Contracts in Fresh Agricultural Product Supply Chain Finance: A Three-tier Supply Chain Game Theory Analysis,Guangmei Lyu and Qingkai Ji and Guoqing Zhang,2025,Proceedings of the International Conference on Industrial Engineering and Operations Management,10.46254/wc02.20250140,https://doi.org/10.46254/wc02.20250140,Crossref,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",No legal OA PDF URL found by API.
doijjclepro201803046,Designing supply contracts for the sustainable supply chain using game theory,Alok Raj and Indranil Biswas and Samir K. Srivastava,2018,Journal of Cleaner Production,10.1016/j.jclepro.2018.03.046,https://doi.org/10.1016/j.jclepro.2018.03.046,Crossref,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",No legal OA PDF URL found by API.
doi15059,Differential Game for Environmental-Regulation in Green Supply Chain,Yenming J and Jiuh-Biing Sheu,2011,Supply Chain Management,10.5772/15059,https://doi.org/10.5772/15059,Crossref,,included,"Matched search string: ""green supply chain"" ""game theory"" contracts",No legal OA PDF URL found by API.
log_search_semantic_scholar_green_supply_chain_g,"Search failure for ""green supply chain"" ""game theory"" contracts",,,,,,search_semantic_scholar,,search_error,API search attempted but failed.,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22green+supply+chain%22+%22game+theory%22+contracts&limit=5&fields=title%2Cauthors%2Cyear%2Cvenue%2CexternalIds%2Curl%2CopenAccessPdf; No legal OA PDF URL found by API.
dois10479025069014,"Operations research applications in climate change and green transformation: technological innovation, institutional power, and sustainable supply chain governance",Malin Song and Sachin Kumar Mangla and Alessio Ishizaka and Konstantinos Tsagarakis and Zhensheng Li,2025,Annals of Operations Research,10.1007/s10479-025-06901-4,https://doi.org/10.1007/s10479-025-06901-4,OpenAlex,lit/pdfs/dois10479025069014_operations_research_applications_in_climate_c.pdf,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",OpenAlex ID: https://openalex.org/W4415926144
dois10479022047852,Artificial intelligence and blockchain implementation in supply chains: a pathway to sustainability and data monetisation?,Naoum Tsolakis and Roman Schumacher and Manoj Dora and Mukesh Kumar,2022,Annals of Operations Research,10.1007/s10479-022-04785-2,https://doi.org/10.1007/s10479-022-04785-2,OpenAlex,lit/pdfs/dois10479022047852_artificial_intelligence_and_blockchain_implem.pdf,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",OpenAlex ID: https://openalex.org/W4283275376
doiscm0220220059,Smart green supply chain management: a configurational approach to enhance green performance through digital transformation,Laura Visintainer Lerman and Guilherme Brittes Benitez and Julian M. Müller and Paulo Renato de Sousa and Alejandro Germán Frank,2022,Supply Chain Management An International Journal,10.1108/scm-02-2022-0059,https://doi.org/10.1108/scm-02-2022-0059,OpenAlex,,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",OpenAlex ID: https://openalex.org/W4293696818; PDF download failed: 403 Client Error: Forbidden for url: https://www.emerald.com/insight/content/doi/10.1108/SCM-02-2022-0059/full/pdf?title=smart-green-supply-chain-management-a-configurational-approach-to-enhance-green-performance-through-digital-transformation
doijijpe2021108152,Supply chain transparency: A bibliometric review and research agenda,Matteo Montecchi and Kirk Plangger and Douglas West,2021,International Journal of Production Economics,10.1016/j.ijpe.2021.108152,https://doi.org/10.1016/j.ijpe.2021.108152,OpenAlex,,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",OpenAlex ID: https://openalex.org/W3159808573; No legal OA PDF URL found by API.
dois11846023006478,The role of digitalization in business and management: a systematic literature review,María Esther Calderón Monge and Domingo Ribeiro Soriano,2023,Review of Managerial Science,10.1007/s11846-023-00647-8,https://doi.org/10.1007/s11846-023-00647-8,OpenAlex,lit/pdfs/dois11846023006478_the_role_of_digitalization_in_business_and_ma.pdf,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",OpenAlex ID: https://openalex.org/W4361206176
doiijopm0120220069,Socially responsible operations in the Industry 4.0 era: post-COVID-19 technology adoption and perspectives on future research,Deepak Ram Asokan and Fahian Anisul Huq and Chris Smith and Mark Stevenson,2022,International Journal of Operations & Production Management,10.1108/ijopm-01-2022-0069,https://doi.org/10.1108/ijopm-01-2022-0069,OpenAlex,,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",OpenAlex ID: https://openalex.org/W4283695489; PDF download failed: 403 Client Error: Forbidden for url: https://www.emerald.com/insight/content/doi/10.1108/IJOPM-01-2022-0069/full/pdf?title=socially-responsible-operations-in-the-industry-40-era-post-covid-19-technology-adoption-and-perspectives-on-future-research
dois40171021002884,Addressing the Challenges to Sustainable Initiatives in Value Chain Flexibility: Implications for Sustainable Development Goals,Ashish Dwivedi and Dindayal Agrawal and Ajay Jha and Massimo Gastaldi and Sanjoy Kumar Paul and Idiano D’Adamo,2021,Global Journal of Flexible Systems Management,10.1007/s40171-021-00288-4,https://doi.org/10.1007/s40171-021-00288-4,OpenAlex,lit/pdfs/dois40171021002884_addressing_the_challenges_to_sustainable_init.pdf,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",OpenAlex ID: https://openalex.org/W3199176326
doibse3471,Circular economy practices and environmental performance: Analysing the role of big data analytics capability and responsible research and innovation,Saumyaranjan Sahoo and Arvind Upadhyay and Anil Kumar,2023,Business Strategy and the Environment,10.1002/bse.3471,https://doi.org/10.1002/bse.3471,OpenAlex,,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",OpenAlex ID: https://openalex.org/W4379646837; PDF download failed: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bse.3471
doi9781799876427ch007,Pitfalls and Challenges of Blockchain in Supply Chain and Logistics,Asad Ullah and Shahid Imran,2022,Integrating Blockchain Technology Into the Circular Economy,10.4018/978-1-7998-7642-7.ch007,https://doi.org/10.4018/978-1-7998-7642-7.ch007,Crossref,,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",No legal OA PDF URL found by API.
doi97810032567558,Benefits and Barriers to Blockchain Adoption in Industry 4.0 and the Circular Economy,Garry Lohan,2023,Blockchain in Supply Chain Digital Transformation,10.1201/9781003256755-8,https://doi.org/10.1201/9781003256755-8,Crossref,,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",No legal OA PDF URL found by API.
doijclscn2026100332,Synergy of circular economy and blockchain in the renewable energy supply chain: A comparative decision-making framework under uncertainty,Seyyed Jalaladdin Hosseini Dehshiri,2026,Cleaner Logistics and Supply Chain,10.1016/j.clscn.2026.100332,https://doi.org/10.1016/j.clscn.2026.100332,Crossref,,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",No legal OA PDF URL found by API.
doi9781799876427ch005,Industrial Revolution 4.0 and Supply Chain Management,Adeel Shah and Aisha Ismail,2022,Integrating Blockchain Technology Into the Circular Economy,10.4018/978-1-7998-7642-7.ch005,https://doi.org/10.4018/978-1-7998-7642-7.ch005,Crossref,,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",No legal OA PDF URL found by API.
doijjenvman2025125039,Towards circular economy: Leveraging blockchain technology for circular supply chain,Manjot Singh Bhatia and Kishore Kumar Gangwani,2025,Journal of Environmental Management,10.1016/j.jenvman.2025.125039,https://doi.org/10.1016/j.jenvman.2025.125039,Crossref,,included,"Matched search string: ""blockchain"" ""circular economy"" ""supply chain governance""",No legal OA PDF URL found by API.
log_search_semantic_scholar_blockchain_circular_,"Search failure for ""blockchain"" ""circular economy"" ""supply chain governance""",,,,,,search_semantic_scholar,,search_error,API search attempted but failed.,429 Client Error:  for url: https://api.semanticscholar.org/graph/v1/paper/search?query=%22blockchain%22+%22circular+economy%22+%22supply+chain+governance%22&limit=5&fields=title%2Cauthors%2Cyear%2Cvenue%2CexternalIds%2Curl%2CopenAccessPdf; No legal OA PDF URL found by API.
